Date,Zone,Count,CEP,Location,Category
2020-08-20,Setor Morada do Sol ,214,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-08-21,Setor Morada do Sol ,214,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-08-22,Setor Morada do Sol ,214,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-08-23,Setor Morada do Sol ,214,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-08-24,Setor Morada do Sol ,214,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-01,Setor Morada do Sol ,360,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-02,Setor Morada do Sol ,360,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-03,Setor Morada do Sol ,360,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-04,Setor Morada do Sol ,366,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-05,Setor Morada do Sol ,366,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-06,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-07,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-08,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-09,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-10,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-11,Setor Morada do Sol ,383,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-14,Setor Morada do Sol ,397,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-15,Setor Morada do Sol ,397,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-16,Setor Morada do Sol ,429,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-09-17,Setor Morada do Sol ,429,74475-226,"-16.6173655,-49.3234805",Confirmed
2020-06-11,Res. Itaipú ,14,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-12,Res. Itaipú ,14,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-13,Res. Itaipú ,14,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-15,Res. Itaipú ,14,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-16,Res. Itaipú ,17,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-17,Res. Itaipú ,17,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-18,Res. Itaipú ,17,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-19,Res. Itaipú ,17,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-20,Res. Itaipú ,17,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-21,Res. Itaipú ,31,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-22,Res. Itaipú ,31,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-23,Res. Itaipú ,38,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-24,Res. Itaipú ,39,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-25,Res. Itaipú ,39,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-26,Res. Itaipú ,41,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-28,Res. Itaipú ,41,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-29,Res. Itaipú ,41,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-30,Res. Itaipú ,41,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-13,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-14,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-15,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-16,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-17,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-18,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-19,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-20,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-21,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-22,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-23,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-24,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-25,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-27,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-28,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-29,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-30,Res. Itaipú ,51,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-31,Res. Itaipú ,63,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-01,Res. Itaipú ,41,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-02,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-03,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-04,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-06,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-07,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-08,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-09,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-07-10,Res. Itaipú ,42,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-25,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-26,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-27,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-28,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-31,Res. Itaipú ,120,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-01,Res. Itaipú ,63,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-02,Res. Itaipú ,63,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-03,Res. Itaipú ,63,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-04,Res. Itaipú ,74,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-05,Res. Itaipú ,74,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-06,Res. Itaipú ,74,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-07,Res. Itaipú ,74,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-08,Res. Itaipú ,84,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-09,Res. Itaipú ,84,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-10,Res. Itaipú ,84,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-11,Res. Itaipú ,84,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-12,Res. Itaipú ,97,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-13,Res. Itaipú ,97,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-14,Res. Itaipú ,97,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-17,Res. Itaipú ,101,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-18,Res. Itaipú ,101,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-19,Res. Itaipú ,101,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-20,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-21,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-22,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-23,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-08-24,Res. Itaipú ,108,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-01,Res. Itaipú ,130,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-02,Res. Itaipú ,130,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-03,Res. Itaipú ,130,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-04,Res. Itaipú ,142,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-05,Res. Itaipú ,142,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-06,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-07,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-08,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-09,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-10,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-11,Res. Itaipú ,189,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-14,Res. Itaipú ,276,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-15,Res. Itaipú ,276,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-16,Res. Itaipú ,317,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-09-17,Res. Itaipú ,317,74356-000,"-16.7916518,-49.3598417",Confirmed
2020-06-11,da Vitória ,13,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-12,da Vitória ,14,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-13,da Vitória ,14,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-15,da Vitória ,15,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-16,da Vitória ,17,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-17,da Vitória ,17,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-18,da Vitória ,17,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-19,da Vitória ,17,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-20,da Vitória ,17,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-21,da Vitória ,20,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-22,da Vitória ,20,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-23,da Vitória ,24,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-24,da Vitória ,25,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-25,da Vitória ,25,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-26,da Vitória ,28,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-28,da Vitória ,28,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-29,da Vitória ,28,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-30,da Vitória ,28,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-13,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-14,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-15,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-16,da Vitória ,38,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-17,da Vitória ,38,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-18,da Vitória ,38,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-19,da Vitória ,38,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-20,da Vitória ,39,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-21,da Vitória ,39,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-22,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-23,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-24,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-25,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-27,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-28,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-29,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-30,da Vitória ,40,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-31,da Vitória ,55,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-01,da Vitória ,28,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-02,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-03,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-04,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-06,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-07,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-08,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-09,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-07-10,da Vitória ,32,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-25,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-26,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-27,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-28,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-31,da Vitória ,179,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-01,da Vitória ,55,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-02,da Vitória ,55,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-03,da Vitória ,55,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-04,da Vitória ,65,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-05,da Vitória ,65,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-06,da Vitória ,65,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-07,da Vitória ,65,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-08,da Vitória ,77,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-09,da Vitória ,77,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-10,da Vitória ,77,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-11,da Vitória ,77,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-12,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-13,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-14,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-17,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-18,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-19,da Vitória ,81,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-20,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-21,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-22,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-23,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-08-24,da Vitória ,163,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-01,da Vitória ,196,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-02,da Vitória ,196,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-03,da Vitória ,196,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-04,da Vitória ,199,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-05,da Vitória ,199,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-06,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-07,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-08,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-09,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-10,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-11,da Vitória ,212,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-14,da Vitória ,218,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-15,da Vitória ,218,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-16,da Vitória ,226,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-09-17,da Vitória ,226,74477-001,"-16.6051843,-49.34913479999999",Confirmed
2020-06-11,Jd. Liberdade ,13,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-12,Jd. Liberdade ,13,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-13,Jd. Liberdade ,14,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-15,Jd. Liberdade ,14,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-16,Jd. Liberdade ,16,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-17,Jd. Liberdade ,16,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-18,Jd. Liberdade ,16,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-19,Jd. Liberdade ,16,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-20,Jd. Liberdade ,16,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-22,Jd. Liberdade ,18,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-23,Jd. Liberdade ,19,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-24,Jd. Liberdade ,21,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-25,Jd. Liberdade ,21,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-29,Jd. Liberdade ,24,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-13,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-14,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-15,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-19,Jd. Liberdade ,30,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-20,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-21,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-22,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-23,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-24,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-25,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-27,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-28,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-29,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-30,Jd. Liberdade ,33,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-02,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-03,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-04,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-06,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-07,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-08,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-09,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-07-10,Jd. Liberdade ,26,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-25,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-26,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-27,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-28,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-31,Jd. Liberdade ,115,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-20,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-21,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-22,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-23,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-08-24,Jd. Liberdade ,81,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-01,Jd. Liberdade ,135,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-02,Jd. Liberdade ,135,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-03,Jd. Liberdade ,135,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-04,Jd. Liberdade ,135,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-05,Jd. Liberdade ,135,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-06,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-07,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-08,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-09,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-10,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-11,Jd. Liberdade ,143,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-14,Jd. Liberdade ,151,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-15,Jd. Liberdade ,151,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-16,Jd. Liberdade ,157,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-09-17,Jd. Liberdade ,157,74475-520,"-16.615153,-49.34736230000001",Confirmed
2020-06-11,Parque Anhanguera ,13,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-12,Parque Anhanguera ,13,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-13,Parque Anhanguera ,13,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-15,Parque Anhanguera ,13,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-16,Parque Anhanguera ,14,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-17,Parque Anhanguera ,14,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-18,Parque Anhanguera ,14,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-19,Parque Anhanguera ,14,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-20,Parque Anhanguera ,14,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-22,Parque Anhanguera ,19,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-23,Parque Anhanguera ,21,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-24,Parque Anhanguera ,21,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-25,Parque Anhanguera ,21,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-26,Parque Anhanguera ,23,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-28,Parque Anhanguera ,23,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-29,Parque Anhanguera ,26,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-06-30,Parque Anhanguera ,27,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-13,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-14,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-15,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-16,Parque Anhanguera ,44,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-17,Parque Anhanguera ,44,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-18,Parque Anhanguera ,44,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-19,Parque Anhanguera ,44,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-20,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-21,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-22,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-23,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-24,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-25,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-27,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-28,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-29,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-30,Parque Anhanguera ,46,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-31,Parque Anhanguera ,58,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-01,Parque Anhanguera ,27,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-02,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-03,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-04,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-06,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-07,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-08,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-09,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-07-10,Parque Anhanguera ,28,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-25,Parque Anhanguera ,102,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-26,Parque Anhanguera ,102,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-27,Parque Anhanguera ,102,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-28,Parque Anhanguera ,102,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-01,Parque Anhanguera ,58,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-02,Parque Anhanguera ,58,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-03,Parque Anhanguera ,58,74340-030,"-16.7225783,-49.3026028",Confirmed
2020-08-04,Parque Anhanguera ,65,74340-030,"-16.7225783,-49.3026028",Confirmed
